,Gender,Listed_Date,Ranking,Name,Brand,Price,Url,Material_1,Material_2,Material_3,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Material_4,Material_5,Feature_9,Feature_10,Feature_11
4605,men,2019-11-24,13,Lavento Men's Compression Pants Pocket Baselayer Cool Dry Ankle Leggings Active Tights,lavento,18.99,https://www.amazon.com/Lavento-Compression-Pocket-Baselayer-Leggings/dp/B07JB8X21P,all/any Spandex,Spandex 11~20%,Polyester Blended,異味控制,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
4606,men,2019-11-24,14,ARSUXEO Men's Compression Tights Running Pants Baselayer Legging K3,arsuxeo,12.99,https://www.amazon.com/ARSUXEO-Compression-Running-Baselayer-Legging/dp/B07B9SV3RS,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
4607,men,2019-11-24,15,Defender New Men's Compression Baselayer Capri,defender,11.49,https://www.amazon.com/Defender-Mens-Compression-Baselayer-Capri/dp/B07FBTS4MH,all/any Spandex,Polyester Blended,,抗紫外線,單向導溼快乾,提升運動效能設計,,,,,,,,,,
4608,men,2019-11-24,16,Defender Men's Cool Dry Compression Baselayer Shorts Pants Capri Tights,defender,12.49,https://www.amazon.com/Defender-Compression-Baselayer-Shorts-Tights/dp/B07CGHZXS1,all/any Spandex,Polyester Blended,,抗紫外線,單向導溼快乾,提升運動效能設計,,,,,,,,,,
4609,men,2019-11-24,17,ARSUXEO Men's 3/4 Running Compression Tights Capri Pants K75,arsuxeo,12.99,https://www.amazon.com/ARSUXEO-Running-Compression-Tights-Capri/dp/B073347WK8,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
4610,men,2019-11-24,18,"Nooz Men's Quick Dry Powerflex Compression Baselayer Pants, Legging Tights for Men by",nooz,13.49,https://www.amazon.com/Nooz-Powerflex-Compression-Baselayer-Legging/dp/B01N55V3P4,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,人體工學舒適設計,提升運動效能設計,,,,,,,,
4611,men,2019-11-24,19,Under Armour Men's HeatGear Legging Graphic,underarmour,69.09,https://www.amazon.com/Under-Armour-HeatGear-Legging-Graphic/dp/B0711SJZ5R,all/any Spandex,Spandex <= 10%,Polyamide(Nylon) Blended,四面彈,單向導溼快乾,人體工學舒適設計,結構性透氣,異味控制,提升運動效能設計,,,Polyester Blended,,,,
4612,men,2019-11-24,20,Mizuno Elite 9 SL2 Kneepad,mizuno,26.99,https://www.amazon.com/Mizuno-Elite-9-SL2-Kneepad/dp/B018M4A1MM,all/any Spandex,Polyamide(Nylon) Blended,Rayon Blended,結構性透氣,單向導溼快乾,人體工學舒適設計,,,,,,Polyester Blended,,,,
4613,men,2019-11-24,21,EXIO Mens Compression Baselayer Pants Cool Dry Running Tights Leggings EX-P06,exio,12.48,https://www.amazon.com/EXIO-Compression-Baselayer-Running-Leggings/dp/B07BVLMK92,all/any Spandex,Spandex <= 10%,Polyester Blended,抗紫外線,單向導溼快乾,涼爽透氣,提升運動效能設計,舒適伸展,,,,,,,,
4614,men,2019-11-24,22,"MEETYOO Men's 3/4 Compression Pants Leggings Tights, Cool Dry Sport Workout HeatGear Capri Base Layer Running Cycling",meetyoo,18.48,https://www.amazon.com/MEETYOO-Compression-Leggings-Workout-HeatGear/dp/B07QBN4RFY,all/any Spandex,Spandex <= 10%,Polyester Blended,涼爽透氣,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
4615,men,2019-11-24,23,TELALEO Men's Long Compression Shorts Cool Dry Sports Tights,telaleo,16.86,https://www.amazon.com/TELALEO-Compression-Shorts-Sports-Tights/dp/B07DHL91TQ,all/any Spandex,Spandex 11~20%,Polyester Blended,人體工學舒適設計,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
4616,men,2019-11-24,24,ASICS Men's Essentials Tight Bottom,asics,62.55,https://www.amazon.com/ASICS-Mens-Essentials-Tight-Bottom/dp/B00NVQH32I,all/any Spandex,Spandex <= 10%,Polyester Blended,溼度管理,,,,,,,,,,,,
4617,men,2019-11-24,25,COOLOMG Mens Compression Pants Baselayer Cool Dry Sports Pants Leg Tights Men Boys Youth 20+ Colors Patterns,coolomg,16.98,https://www.amazon.com/COOLOMG-Compression-Baselayer-Sports-Patterns/dp/B07C89S21M,all/any Spandex,Spandex 11~20%,Polyester Blended,抗紫外線,蒸發性涼感,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
4618,men,2019-11-24,26,NATURET Compression Pants Baselayer Running Tights Mens Sports Cool Dry Leggings,naturetreasures,12.88,https://www.amazon.com/NATURET-Compression-Baselayer-Running-Leggings/dp/B074YXSYZG,all/any Spandex,Spandex 11~20%,Polyester Blended,提升運動效能設計,,,,,,,,,,,,
4619,men,2019-11-24,27,Baleaf Men's 3/4 Compression Pants Running Tights Sports Leggings Quick Dry Baselayer,baleaf,21.49,https://www.amazon.com/BALEAF-Compression-Running-Leggings-Baselayer/dp/B07RY81PP8,all/any Spandex,Spandex <= 10%,Polyester Blended,蒸發性涼感,單向導溼快乾,涼爽透氣,舒適平滑縫合,提升運動效能設計,,,,,,,,
4620,men,2019-11-24,28,adidas Men's,adidas,39.33,https://www.amazon.com/adidas-EB9404-P-Mens/dp/B07ZZTH3XZ,Polyester Blended,Recycled Polyester & Blended,Recycled Polyester / PET,蒸發性涼感,抗紫外線,單向導溼快乾,涼爽透氣,提升運動效能設計,環保訴求,,,,,,,
4621,men,2019-11-24,29,adidas Training Alphaskin Sport Long Tights,adidas,43.53,https://www.amazon.com/adidas-Training-Alphaskin-Tights-Collegiate/dp/B077ZJBYPL,Polyester Blended,all/any Spandex,Spandex 11~20%,單向導溼快乾,涼爽透氣,溼度管理,提升運動效能設計,結構性透氣,,,,,,,,
4622,men,2019-11-24,30,Lavento Men's 3 Pack Compression Running Tights Cool Dry Workout Leggings,lavento,23.99,https://www.amazon.com/Lavento-Compression-Running-Workout-Leggings/dp/B07YDRBJL5,all/any Spandex,Spandex 11~20%,Polyester Blended,四面彈,單向導溼快乾,異味控制,舒適平滑縫合,提升運動效能設計,,,,,,,,
4623,men,2019-11-24,31,Nike Men's Pro 3/4 Length Camo Compression Tights,nike,59.59,https://www.amazon.com/Nike-Mens-Length-Compression-Tights/dp/B07G8RGSFN,,,,單向導溼快乾,舒適平滑縫合,提升運動效能設計,,,,,,,,,,
4624,men,2019-11-24,32,Yuerlian Men's Compression Pants Cool Dry Baselayer Tights Leggings 3 Pack,yuerlian,26.84,https://www.amazon.com/Yuerlian-Compression-Baselayer-Tights-Leggings/dp/B07S7Q6Q2Q,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,環保訴求,結構性透氣,涼爽透氣,提升運動效能設計,舒適伸展,,,,,
4625,men,2019-11-24,33,Ubestyle UPF 50+ Men's Active Surfing Water Leggings Swim Tights Sun Protective,ubestyle,21.99,https://www.amazon.com/Ubestyle-Active-Surfing-Leggings-Protective/dp/B07HHYS4SG,all/any Spandex,Spandex 11~20%,Polyamide(Nylon) Blended,抗紫外線,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,,,,,,,,
4626,men,2019-11-24,34,Under Armour Men's Baseline Knee Tights,underarmour,29.55,https://www.amazon.com/Under-Armour-Baseline-Tights-XXX-Large/dp/B077XPV9DH,Polyester Blended,all/any Spandex,Polyamide(Nylon) Blended,單向導溼快乾,刷毛布,,,,,,,Spandex <= 10%,,,,
4627,men,2019-11-24,35,adidas Men's Alphaskin Sport 3/4 Tights,adidas,27.5,https://www.amazon.com/adidas-Mens-Alphaskin-Sport-Tights/dp/B07ZW7WXDN,Polyester Blended,Recycled Polyester & Blended,Recycled Polyester / PET,蒸發性涼感,涼爽透氣,提升運動效能設計,環保訴求,舒適伸展,,,,,,,,
4628,men,2019-11-24,36,SEVENWELL Men's Compression Pants Cool Dry Gym Workout Sport Tights Running Baselayer Leggings,sevenwell,16.99,https://www.amazon.com/SEVENWELL-Compression-Workout-Baselayer-Leggings/dp/B07Z1R7934,,,,一體成型,提升運動效能設計,蒸發性涼感,涼爽透氣,單向導溼快乾,,,,,,,,
4629,men,2019-11-24,37,DIOMOR Mens Athletic Outdoor 2 in 1 Shorts Fitness Built-in Pocket Running Leggings Liner Quick Dry Workout Gym Shorts,diomor,7.44,https://www.amazon.com/DIOMOR-Mens-Athletic-Shorts-Leggings/dp/B07R8TJFRY,Cotton Blended,Polyester Blended,,結構性透氣,蒸發性涼感,單向導溼快乾,提升運動效能設計,,,,,,,,,
4630,men,2019-11-24,38,Xtextile Mens Snow Camouflage Sports Compression Tight Cool Dry Sports Pants Base Layer Running Leggings Yoga Rash Guard,xtextile,11.79,https://www.amazon.com/Xtextile-Camouflage-Compression-Running-Leggings/dp/B07C7H8HHK,all/any Spandex,Spandex <= 10%,Polyester Blended,一體成型,提升運動效能設計,,,,,,,,,,,
4631,men,2019-11-24,39,Under Armour Men's CoolSwitch Run Tights,underarmour,66.85,https://www.amazon.com/Under-Armour-CoolSwitch-Tights-Reflective/dp/B01FLFLKNO,Polyester Blended,all/any Spandex,Spandex >= 21%,四面彈,接觸涼感(非金屬類),反光功能,單向導溼快乾,提升運動效能設計,異味控制,,,,,,,
4632,men,2019-11-24,40,TELALEO Men's Compression Pants Cool Dry Gym Workout Running Leggings Baselayer Sports Tights,telaleo,10.95,https://www.amazon.com/TELALEO-Compression-Workout-Leggings-Baselayer/dp/B07JVHTL4K,Polyester Blended,all/any Spandex,Spandex 11~20%,蒸發性涼感,單向導溼快乾,結構性透氣,提升運動效能設計,,,,,,,,,
4633,men,2019-11-24,41,COOLOMG 2 Pack 3/4 Compression Pants Sports Tights 20+ Colors/Patterns Shorts Capri Pant Men's Boys Basketball Running,coolomg,30.98,https://www.amazon.com/COOLOMG-Compression-Patterns-Basketball-Running/dp/B07C3M6ZYN,all/any Spandex,Polyester Blended,,抗紫外線,蒸發性涼感,單向導溼快乾,涼爽透氣,提升運動效能設計,舒適伸展,,,,,,,
4634,men,2019-11-24,42,Outto Men's Baselayer Workout Compression Pants Printed Tights Running Leggings,outto,8.99,https://www.amazon.com/Outto-Baselayer-Workout-Compression-Leggings/dp/B07JF1N57H,,,,蒸發性涼感,四面彈,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
4635,men,2019-11-24,43,MIZOK Mens Sports Tight Leggings for Gym Workout Running Tights,mizok,15.49,https://www.amazon.com/MIZOK-Sports-Leggings-Workout-Running/dp/B07XL9XCZX,all/any Spandex,Spandex 11~20%,Polyamide(Nylon) Blended,涼爽透氣,四面彈,提升運動效能設計,,,,,,,,,,
4636,men,2019-11-24,44,Champion Men's Powerflex 3/4 Tight,champion,20.52,https://www.amazon.com/Champion-P0292-Mens-Powerflex-Tight/dp/B01AK7K6VK,all/any Spandex,Spandex 11~20%,Polyester Blended,結構性透氣,蒸發性涼感,單向導溼快乾,舒適伸展,,,,,,,,,
4637,men,2019-11-24,45,Body Wrappers Tights (M90),bodywrappers,39,https://www.amazon.com/Body-Wrappers-BW-M90-Tights/dp/B078DV3Z1L,all/any Spandex,,,單向導溼快乾,,,,,,,,,,,,
4638,men,2019-11-24,46,PIQIDIG Youth Compression Pants Boys Tights Leggings Sports for Kids Base Layer,piqidig,12.49,https://www.amazon.com/PIQIDIG-Compression-Tights-Leggings-Sports/dp/B081H9M265,Spandex 11~20%,Polyester Blended,all/any Spandex,單向導溼快乾,保暖禦寒,刷毛布,提升運動效能設計,,,,,,,,,
4639,men,2019-11-24,47,adidas Mens Alphaskin Sport 3/4 Tights,adidas,34.72,https://www.amazon.com/adidas-Mens-Alphaskin-Sport-Tights/dp/B07CVFFV7L,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,舒適平滑縫合,,,,,,,,,,,
4640,men,2019-11-24,48,adidas Men's Alphaskin Sport Badge of Sport Long Tights,adidas,41.76,https://www.amazon.com/adidas-Alphaskin-Sport-Badge-Tights/dp/B07V83QTVP,Spandex 11~20%,Recycled Polyester & Blended,Polyester Blended,涼爽透氣,環保訴求,提升運動效能設計,結構性透氣,舒適伸展,單向導溼快乾,,,all/any Spandex,Recycled Polyester / PET,,,
4641,men,2019-11-24,49,Under Armour Men's ColdGear Run Tights,underarmour,72.98,https://www.amazon.com/Under-Armour-Coldgear-Tights-Reflective/dp/B077XQ3FMK,Polyester Blended,all/any Spandex,Spandex 11~20%,刷毛布,單向導溼快乾,,,,,,,,,,,
4642,men,2019-11-24,50,ASICS Men's Silver Winter Tight,asics,71.98,https://www.amazon.com/ASICS-Mens-Silver-Winter-Tight/dp/B07VYRWN5P,Polyester Blended,all/any Spandex,Spandex <= 10%,蒸發性涼感,反光功能,單向導溼快乾,涼爽透氣,溼度管理,,,,,,,,
4643,men,2019-11-24,51,Sanabul New Item Mens 3/4 (Three Quarter Length) Compression Base Layer Workout Jiu Jitsu Spats Tights,sanabul,16.48,https://www.amazon.com/Sanabul-Quarter-Length-Compression-Workout/dp/B078V1J5LY,all/any Spandex,Polyamide(Nylon) Blended,Polyester Blended,抗紫外線,四面彈,反光功能,提升運動效能設計,,,,,,,,,
4644,men,2019-11-24,52,Under Armour Men's Extreme Twill Base Leggings,underarmour,62.58,https://www.amazon.com/Under-Armour-Extreme-Leggings-Charcoal/dp/B077XM6VCB,100% Polyester,,,刷毛布,單向導溼快乾,,,,,,,,,,,
4645,men,2019-11-24,53,Siboya Men's 3/4 Compression Tights Cool Dry Sports Running Pants (Packs of 1 or 3),siboya,16.99,https://www.amazon.com/Siboya-Compression-Tights-Sports-Running/dp/B07Y9Q7Q3S,all/any Spandex,Polyester Blended,,人體工學舒適設計,提升運動效能設計,單向導溼快乾,,,,,,,,,,
4646,men,2019-11-24,54,Skins Men's A400 Compression Long Tights,skins,247.16,https://www.amazon.com/Skins-Mens-A400-Compression-Tights/dp/B00OB5NQ42,all/any Spandex,Polyamide(Nylon) Blended,Spandex >= 21%,抗紫外線,反光功能,提升運動效能設計,溼度管理,,,,,,,,,
4647,men,2019-11-24,55,2XU Men's Core Compression Tights,2xu,89.96,https://www.amazon.com/2XU-Mens-Core-Compression-Tights/dp/B016IUIGBA,all/any Spandex,Polyamide(Nylon) Blended,,抗紫外線,單向導溼快乾,舒適平滑縫合,提升運動效能設計,,,,,,,,,
4648,men,2019-11-24,56,Under Armour Men's Coldgear Jacquard Compreshort Sleeveion Leggings,underarmour,66.5,https://www.amazon.com/Under-Armour-Coldgear-Compreshort-Sleeveion/dp/B01M3SVO3E,all/any Spandex,Spandex <= 10%,Polyester Blended,四面彈,刷毛布,單向導溼快乾,結構性透氣,異味控制,舒適平滑縫合,,,,,,,
4649,men,2019-11-24,57,Under Armour Mens ColdGear Reactor Legging,underarmour,43.72,https://www.amazon.com/Under-Armour-ColdGear-Leggings-Graphite/dp/B01N3LJZ4L,Spandex 11~20%,Polyester Blended,all/any Spandex,刷毛布,涼爽透氣,四面彈,異味控制,單向導溼快乾,保暖禦寒,,,,,,,
4650,men,2019-11-24,58,Under Armour Heatgear Armour 3/4 Leggings Novelty,underarmour,36.48,https://www.amazon.com/Under-Armour-Heatgear-Leggings-Novelty/dp/B07CZKH1V9,all/any Spandex,Polyester Blended,Spandex >= 21%,四面彈,提升運動效能設計,人體工學舒適設計,異味控制,結構性透氣,單向導溼快乾,,,,,,,
4651,men,2019-11-24,59,Defender Thermal Compression Pants Men Under Jerseys Legging Shorts Tights,defender,9.49,https://www.amazon.com/Defender-Thermal-Compression-Jerseys-Legging/dp/B07V6V8VLG,all/any Spandex,Polyester Blended,,蒸發性涼感,抗紫外線,提升運動效能設計,單向導溼快乾,,,,,,,,,
4652,men,2019-11-24,60,Yuerlian Men's Compression Pants Baselayer Cool Dry Sports Tights Leggings Colorful Print 3 Pack,yuerlian,29.94,https://www.amazon.com/Yuerlian-Compression-Baselayer-Leggings-Colorful/dp/B07SBML8J1,all/any Spandex,Polyester Blended,,蒸發性涼感,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
4653,men,2019-11-24,61,"TOPTIE 2 in 1 Men's Active Running Shorts, Basketball Tights Pants",toptie,7.89,https://www.amazon.com/TOPTIE-Active-Running-Shorts-Basketball/dp/B07NXYY54M,Polyester Blended,all/any Spandex,Spandex <= 10%,涼爽透氣,四面彈,,,,,,,,,,,
4654,men,2019-11-24,62,Skins DNAmic Compression Long Tights,skins,72.79,https://www.amazon.com/Skins-DNAmic-Compression-Long-Tights/dp/B07NLX9VLL,,,,單向導溼快乾,溼度管理,提升運動效能設計,,,,,,,,,,
4655,men,2019-11-24,63,Lavento Men's Compression Pants Baselayer Moisture-Wicking Running Leggings Active Tights,lavento,9.99,https://www.amazon.com/Lavento-Compression-Baselayer-Moisture-Wicking-Leggings/dp/B07WG7T8JZ,all/any Spandex,Polyester Blended,,異味控制,四面彈,單向導溼快乾,提升運動效能設計,,,,,,,,,
4656,men,2019-11-24,64,ASICS System Tights,asics,64.11,https://www.amazon.com/ASICS-2011A034-P-System-Tights/dp/B079TH6WJS,,,,涼爽透氣,反光功能,單向導溼快乾,結構性透氣,,,,,,,,,
4657,men,2019-11-24,65,adidas Men's Alphaskin Sport Badge Of Sport Long Tights,adidas,69.2,https://www.amazon.com/adidas-Alphaskin-Sport-Tights-Medium/dp/B07FGLS4FN,Polyester Blended,all/any Spandex,Recycled Polyester & Blended,單向導溼快乾,涼爽透氣,提升運動效能設計,環保訴求,結構性透氣,舒適伸展,,,Recycled Polyester / PET,,,,
4658,men,2019-11-24,66,Under Armour Heatgear Armour 3/4 Leggings Novelty,underarmour,26.45,https://www.amazon.com/Under-Armour-HeatGear-Leggings-Novelty/dp/B07CZLWJQH,Polyester Blended,all/any Spandex,Spandex >= 21%,結構性透氣,異味控制,單向導溼快乾,四面彈,人體工學舒適設計,提升運動效能設計,,,,,,,
4659,men,2019-11-24,67,adidas Men's Basketball Padded Three-Quarter Tights,adidas,57.59,https://www.amazon.com/adidas-Basketball-Padded-Three-Quarter-Tights/dp/B00Q6D7N9G,all/any Spandex,Polyamide(Nylon) Blended,Spandex >= 21%,結構性透氣,提升運動效能設計,,,,,,,,,,,
4660,men,2019-11-24,68,"Under Armour Men's Qualifier HeatGear Glare Tight, Black//Reflective",underarmour,55.99,https://www.amazon.com/Under-Armour-Qualifier-Heatgear-Reflective/dp/B07CZKH23M,all/any Spandex,Polyester Blended,Spandex >= 21%,四面彈,提升運動效能設計,涼爽透氣,異味控制,反光功能,防水,單向導溼快乾,,,,,,
4661,men,2019-11-24,69,"X31 Sports Mens Running Tights, Cycling Pants, Cold Weather Leggings with Zipper Pocket",x31sports,29.47,https://www.amazon.com/X31-Sports-Running-Cycling-Leggings/dp/B01B57BYQK,Polyester Blended,all/any Spandex,,提升運動效能設計,保暖禦寒,涼爽透氣,反光功能,,,,,,,,,
4662,men,2019-11-24,70,Under Armour Men's HeatGear superventt 2.0 3/4 Legging,underarmour,60,https://www.amazon.com/Under-Armour-HeatGear-superventt-Legging/dp/B06X16WXTT,all/any Spandex,Spandex <= 10%,Polyester Blended,四面彈,單向導溼快乾,結構性透氣,接觸涼感(非金屬類),異味控制,涼爽透氣,,,,,,,
4663,men,2019-11-24,71,Yuerlian Men's Compression Pants Running Tights Cool Dry Baselayer Leggings Gym Sports Pants with Pocket 3 Pack,yuerlian,29.34,https://www.amazon.com/Yuerlian-Compression-Running-Baselayer-Leggings/dp/B07SBVD1RP,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,環保訴求,單向導溼快乾,涼爽透氣,提升運動效能設計,,,,,,,,
4664,men,2019-11-24,72,adidas Training Alphaskin Sport Long Tights,adidas,38.65,https://www.amazon.com/adidas-Training-Alphaskin-Tights-X-Small/dp/B077ZGYFWX,Polyester Blended,all/any Spandex,,舒適伸展,提升運動效能設計,,,,,,,,,,,
4665,men,2019-11-24,73,Under Armour Men's Coolswitch Run Tight V3,underarmour,57.05,https://www.amazon.com/Under-Armour-Sleevewitch-Formation-Reflective/dp/B072BXCK7Y,all/any Spandex,Polyester Blended,Spandex >= 21%,四面彈,單向導溼快乾,異味控制,接觸涼感(非金屬類),提升運動效能設計,反光功能,,,,,,,
4666,men,2019-11-24,74,HEAD Men's Flex Compression Pants - Running & Workout Activewear Tights,head,35,https://www.amazon.com/HEAD-Mens-Flex-Compression-Pants/dp/B01JZOVQKO,Polyester Blended,Spandex <= 10%,all/any Spandex,提升運動效能設計,溼度管理,單向導溼快乾,保暖禦寒,四面彈,,,,,,,,
4667,men,2019-11-24,75,RUXN Mens Compression Pants - Workout Tights for Men - Active Sports Quick Dry Leggings Base Layer,ruxn,12.98,https://www.amazon.com/RUXN-Mens-Compression-Pants-Leggings/dp/B07RJBSD4V,,,,提升運動效能設計,蒸發性涼感,單向導溼快乾,,,,,,,,,,
4668,men,2019-11-24,76,Nike Men's Pro Warm Tights,nike,77.89,https://www.amazon.com/Nike-Mens-Pro-Warm-Tights/dp/B07GDX5DJY,,,,涼爽透氣,單向導溼快乾,保暖禦寒,,,,,,,,,,
4669,men,2019-11-24,77,"MAVA Men’s Shorts for Basketball, Workout, Running, Gym Shorts with Loose Fit",mava,24.99,https://www.amazon.com/MAVA-Sports-Mens-Workout-Shorts/dp/B07DW8WKFP,all/any Spandex,Spandex 11~20%,Polyester Blended,蒸發性涼感,四面彈,單向導溼快乾,人體工學舒適設計,結構性透氣,涼爽透氣,,,,,,,
4670,men,2019-11-24,78,Lavento Men's Compression Baselayer Capri Pants Cool Dry Running Tights Y1051,lavento,16.99,https://www.amazon.com/Lavento-Compression-Baselayer-Running-Tights/dp/B07DJ79TG6,all/any Spandex,Spandex 11~20%,Polyester Blended,四面彈,單向導溼快乾,異味控制,涼爽透氣,舒適平滑縫合,提升運動效能設計,,,,,,,
4671,men,2019-11-24,79,adidas Men's Alphaskin Sport Long Tights,adidas,35,https://www.amazon.com/adidas-Mens-Alphaskin-Sport-Tights/dp/B0812HSLG8,,,,蒸發性涼感,抗紫外線,涼爽透氣,提升運動效能設計,異味控制,,,,,,,,
4672,men,2019-11-24,80,NIKE Pro Dri-FIT Men's 3/4 Basketball Tights,nike,73.67,https://www.amazon.com/NIKE-Dri-FIT-Mens-Basketball-Tights/dp/B07FD4N2RD,,,,單向導溼快乾,人體工學舒適設計,,,,,,,,,,,
4673,men,2019-11-24,81,Under Armour UA Perpetual ?,underarmour,52.99,https://www.amazon.com/Under-Armour-UA-Perpetual-%C2%BD/dp/B07B459MSL,,,,,,,,,,,,,,,,
4674,men,2019-11-24,82,Under Armour Men's HeatGear Run Graphic Tights,underarmour,59.34,https://www.amazon.com/Under-Armour-Heatgear-graphic-Tights/dp/B077XPXKFF,Spandex 11~20%,Polyester Blended,all/any Spandex,單向導溼快乾,刷毛布,,,,,,,,,,,
4675,men,2019-11-24,83,Nike Men's Power Running Tights,nike,86.25,https://www.amazon.com/Nike-Mens-Power-Running-Tights/dp/B075FTD35J,,,,提升運動效能設計,結構性透氣,單向導溼快乾,防水,,,,,,,,,
4676,men,2019-11-24,84,"Louis Garneau Stockholm Men's Tights - No Chamois Yellow/Charcoal, L",louisgarneau,39.96,https://www.amazon.com/Louis-Garneau-Stockholm-Mens-Tights/dp/B01IVO3V70,Polyamide(Nylon) Blended,all/any Spandex,Spandex 11~20%,保暖禦寒,舒適平滑縫合,刷毛布,反光功能,,,,,,,,,
4677,men,2019-11-24,85,Under Armour Men's Run True 3/4 Leggings,underarmour,62.3,https://www.amazon.com/Under-Armour-Leggings-Black-Reflective/dp/B01FLFIYTW,Polyester Blended,all/any Spandex,Spandex >= 21%,反光功能,異味控制,單向導溼快乾,四面彈,提升運動效能設計,,,,,,,,
4678,men,2019-11-24,86,adidas Men's,adidas,31.34,https://www.amazon.com/adidas-CF7339-P-Mens/dp/B07ZW7TQYC,Polyester Blended,Recycled Polyester & Blended,Recycled Polyester / PET,蒸發性涼感,抗紫外線,涼爽透氣,提升運動效能設計,環保訴求,舒適伸展,,,,,,,
4679,men,2019-11-24,87,NIKE Men's Power Tech Running Tights,nike,133.2,https://www.amazon.com/NIKE-Mens-Power-Running-Tights/dp/B07GC9T3VQ,,,,舒適平滑縫合,提升運動效能設計,涼爽透氣,反光功能,結構性透氣,單向導溼快乾,,,,,,,
4680,men,2019-11-24,88,Under Armour Men's Threadborne Seamless,underarmour,60.78,https://www.amazon.com/Under-Armour-Threadborne-Seamless-Leggings/dp/B071LH2H56,Spandex <= 10%,all/any Spandex,Polyester Blended,一體成型,單向導溼快乾,異味控制,四面彈,結構性透氣,,,,Polyamide(Nylon) Blended,,,,
4681,men,2019-11-24,89,Nike Men's Pro 3/4 Length Camo Compression Tights,nike,59.08,https://www.amazon.com/Nike-Mens-Length-Compression-Tights/dp/B07KQ4K9JT,,,,單向導溼快乾,提升運動效能設計,舒適平滑縫合,,,,,,,,,,
4682,men,2019-11-24,90,New Balance Impact Run Heat Tight,newbalance,78.21,https://www.amazon.com/New-Balance-Impact-Tight-Black/dp/B07LD8KYF4,Polyester Blended,,,保暖禦寒,刷毛布,單向導溼快乾,,,,,,,,,,
4683,men,2019-11-24,91,Nike Men's Pro Hypercool 3/4 Camo Grey/Black Tights 932418-037,nike,37.47,https://www.amazon.com/Nike-Hypercool-Black-Tights-932418-037/dp/B07JYLR54P,Polyester Blended,all/any Spandex,Spandex 11~20%,結構性透氣,涼爽透氣,舒適平滑縫合,人體工學舒適設計,單向導溼快乾,,,,,,,,
4684,men,2019-11-24,92,adidas Men's Alphaskin Sport Badge of Sport Long Tights,adidas,40,https://www.amazon.com/adidas-Alphaskin-Sport-Badge-Tights/dp/B07ZBV555G,Polyester Blended,Recycled Polyester & Blended,Recycled Polyester / PET,單向導溼快乾,提升運動效能設計,環保訴求,結構性透氣,舒適伸展,,,,,,,,
4685,men,2019-11-24,93,adidas AlphaSkin Badge of Sport Three-Quarter Tight - Men's Training,adidas,43.8,https://www.amazon.com/adidas-AlphaSkin-Badge-Sport-Three-Quarter/dp/B07ND5F19Y,Spandex 11~20%,Recycled Polyester & Blended,Polyester Blended,環保訴求,提升運動效能設計,結構性透氣,,,,,,all/any Spandex,Recycled Polyester / PET,,,
4686,men,2019-11-24,94,"2XU Military Men's Recovery Compression Tights, Made in USA",2xu,33.77,https://www.amazon.com/2XU-Military-Recovery-Compression-Tights/dp/B07F1ZHYJ3,all/any Spandex,,,提升運動效能設計,涼爽透氣,抗紫外線,,,,,,,,,,
4687,men,2019-11-24,95,JAMPER Compression Sports Tights Pants Baselayer Running Leggings Cool Dry Yoga Rashguard Men,jamper,11.55,https://www.amazon.com/JAMPER-Compression-Baselayer-Leggings-Rashguard/dp/B07BMQR78P,all/any Spandex,Spandex <= 10%,Polyester Blended,抗紫外線,涼爽透氣,提升運動效能設計,,,,,,,,,,
4688,men,2019-11-24,96,adidas Men's Alphaskin Sport 3/4 Length Badge Of Sport Tights,adidas,32.17,https://www.amazon.com/adidas-Alphaskin-Length-Tights-X-Small/dp/B07DWQJ395,Polyester Blended,Recycled Polyester & Blended,all/any Spandex,結構性透氣,環保訴求,提升運動效能設計,,,,,,Recycled Polyester / PET,Spandex 11~20%,,,
4689,men,2019-11-24,97,"qualidyne Men's Compression Pants - Running Leggings Tights with Pocket for Workout, Gym, Cycling & Hiking",qualidyne,22.49,https://www.amazon.com/qualidyne-Mens-Compression-Pants-Leggings/dp/B07XVPY8WW,,,,四面彈,反光功能,提升運動效能設計,,,,,,,,,,
