Product,Brand,Gender,Features,Materials,Price,Listed_Date,Url
Women's HeatGear? Armour C&S Jacquard Ankle Crop,UNDER ARMOUR,women,"結構設計,舒適伸展,舒適平滑縫合
機能添加,異味控制
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
結構設計,人體工學舒適設計
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Spandex,Spandex 11~20%
",50,2020-03-08,https://www.underarmour.com/en-us/ua-hg-armour-tonal-jacquard-ankle-crop/pid1351709-396
Women's HeatGear? Armour Printed Ankle Crop,UNDER ARMOUR,women,"結構設計,舒適伸展,舒適平滑縫合
機能添加,異味控制
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
結構設計,人體工學舒適設計
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
Spandex,Spandex 11~20%
",50,2020-03-08,https://www.underarmour.com/en-us/ua-hg-armour-printed-ankle-crop/pid1353296-001
Men's HeatGear? Armour Graphic ? Leggings,UNDER ARMOUR,men,"機能添加,異味控制
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
結構設計,提升運動效能設計
結構設計,人體工學舒適設計
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex >= 21%
Chemical fiber,Polyester,Polyester Blended
Spandex,all/any Spandex
",35,2020-03-08,https://www.underarmour.com/en-us/ua-hg-armour-graphic-3-4-leggings/pid1352677-001
Women's Burton Luxemore Legging,Burton,women,"微氣候的舒適調節,涼爽透氣
結構設計,舒適伸展,四面彈
","Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
",69.95,2020-03-15,https://www.burton.com/us/en/p/womens-burton-luxemore-legging/S21-195921.html?color=19592104961
"Wunder Under High-Rise Tight 28"" *Luxtreme",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Spandex,all/any Spandex
Spandex,Spandex >= 21%
Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",98,2020-03-15,https://shop.lululemon.com/p/women-pants/Wunder-Under-HR-Tight-Lux/_/prod8490100?color=42593
"Speed Up Tight 28""",lululemon,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,反光功能
","Spandex,all/any Spandex
Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",108,2020-03-15,https://shop.lululemon.com/p/women-pants/Speed-Up-Tight-Luxtreme-28/_/prod8780566?color=0001
PUMA x CLOUD9 Momentum Women's Leggings,PUMA,women,,"Spandex,all/any Spandex
Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
",65,2020-03-15,https://us.puma.com/en/us/pd/puma-x-cloud9-momentum-womens-leggings/519828.html?dwvar_519828_color=01
Reebok VB Statement Tights - Grey ,Reebok,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,一體成型
","Spandex,all/any Spandex
Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",150,2020-03-15,https://www.reebok.com/us/vb-statement-tights/GI8609.html
Women's HeatGear? Armour Printed Ankle Crop,UNDER ARMOUR,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,異味控制
結構設計,舒適伸展,舒適平滑縫合
結構設計,舒適伸展,四面彈
結構設計,人體工學舒適設計
","Spandex,all/any Spandex
Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
",50,2020-03-15,https://www.underarmour.com/en-us/ua-hg-armour-ankle-crops-print-inset/pid1354292-001
Women's HeatGear? Armour Hi-Rise Leggings,UNDER ARMOUR,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,異味控制
結構設計,舒適伸展,舒適平滑縫合
結構設計,舒適伸展,四面彈
結構設計,人體工學舒適設計
","Spandex,all/any Spandex
Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
",45,2020-03-15,https://www.underarmour.com/en-us/ua-hg-armour-hi-rise-leggings/pid1354300-001
Women's HeatGear? Armour Printed Ankle Crop,UNDER ARMOUR,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,異味控制
結構設計,舒適伸展,舒適平滑縫合
結構設計,舒適伸展,四面彈
結構設計,人體工學舒適設計
","Spandex,all/any Spandex
Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
",50,2020-03-15,https://www.underarmour.com/en-us/ua-hg-armour-printed-ankle-crop/pid1353296-003
Own The Run Graphic Tights,adidas,women,"機能添加,反光功能
環保訴求
","Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyester,Recycled Polyester & Blended
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
",65,2020-03-15,https://www.adidas.com/us/own-the-run-graphic-tights/FM5789.html
25/7 Primeknit Tights,adidas,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
機能添加,反光功能
","Spandex,all/any Spandex
Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
",60,2020-03-15,https://www.adidas.com/us/25-7-primeknit-tights/FK5097.html
Cycling Tights,adidas,women,,"Spandex,all/any Spandex
Spandex,Spandex 11~20%
Chemical fiber,Polyester,Polyester Blended
Nature,Cotton,Cotton Blended
",35,2020-03-15,https://www.adidas.com/us/cycling-tights/FM1921.html
Tights,adidas,women,,"Spandex,all/any Spandex
Spandex,Spandex <= 10%
Nature,Cotton,Cotton Blended
",40,2020-03-15,https://www.adidas.com/us/tights/FM1917.html
Offshore 7/8 Paddle Tight,Athleta,women,"微氣候的舒適調節,涼爽透氣
環保訴求
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
",98,2020-03-15,https://athleta.gap.com/browse/product.do?pid=530999002
Ultimate Stash Pocket 7/8 Tight in SuperSonic,Athleta,women,"微氣候的舒適調節,涼爽透氣
結構設計,提升運動效能設計
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
環保訴求
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
",89,2020-03-15,https://athleta.gap.com/browse/product.do?pid=531262032
Impact 7/8 Tight,Athleta,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,一體成型
環保訴求
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyester,Recycled Polyester & Blended
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
",98,2020-03-15,https://athleta.gap.com/browse/product.do?pid=531778012
Mesh Contender Capri in Powerlift,Athleta,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,提升運動效能設計
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
",79,2020-03-15,https://athleta.gap.com/browse/product.do?pid=210134102
Lightning Capri in SuperSonic,Athleta,women,"機能添加,反光功能
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
環保訴求
微氣候的舒適調節,涼爽透氣
結構設計,提升運動效能設計
機能添加,抗紫外線
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
",89,2020-03-15,https://athleta.gap.com/browse/product.do?pid=487441032
Ultimate Stash Pocket Capri in SuperSonic,Athleta,women,"微氣候的舒適調節,涼爽透氣
結構設計,提升運動效能設計
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
環保訴求
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
",79,2020-03-15,https://athleta.gap.com/browse/product.do?pid=531264022
Ultimate Linear Lines Capri,Athleta,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,抗紫外線
環保訴求
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Recycled Polyamide(Nylon) & Blended
Eco-friendly Fiber,Recycled Polyamide/ Nylon / PA
",89,2020-03-15,https://athleta.gap.com/browse/product.do?pid=531307012
Elation Crop In Powervita&#153,Athleta,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣
結構設計,提升運動效能設計
機能添加,抗紫外線
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",79,2020-03-15,https://athleta.gap.com/browse/product.do?pid=446681032
Elation Snow Dye 7/8 Tight,Athleta,women,"微氣候的舒適調節,涼爽透氣
結構設計,提升運動效能設計
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
",89,2020-03-15,https://athleta.gap.com/browse/product.do?pid=531776012
Warp Knit 7/8 Tight,Athleta,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,一體成型
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",108,2020-03-15,https://athleta.gap.com/browse/product.do?pid=531777012
Men's Burton Brighton Flannel,Burton,men,"機能添加,抗紫外線
環保訴求
","Nature,Cotton,Organic Cotton & Blended
",69.95,2020-03-15,https://www.burton.com/us/en/p/mens-burton-brighton-flannel/S21-140531.html?color=14053111001
Men's Burton Brighton Performance Flannel,Burton,men,"微氣候的舒適調節,防風防雨,防水機能,撥水
機能添加,抗紫外線
","Chemical fiber,Polyester,Polyester Blended
",99.95,2020-03-15,https://www.burton.com/us/en/p/mens-burton-brighton-performance-flannel/S21-189511.html?color=18951104960
Women's Burton Stretch Grace Performance Flannel,Burton,women,"微氣候的舒適調節,防風防雨,防水機能,撥水
機能添加,抗紫外線
","Chemical fiber,Polyester,Polyester Blended
",99.95,2020-03-15,https://www.burton.com/us/en/p/womens-burton-stretch-grace-performance-flannel/S21-206001.html?color=20600102961
"Run with the Waves Crop 21"" *Online Only",lululemon,women,"結構設計,舒適伸展,四面彈
機能添加,抗紫外線
","Spandex,all/any Spandex
Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",88,2020-03-15,https://shop.lululemon.com/p/tops-swim/Run-with-the-Waves-Crop-21/_/prod9490305?color=43778
"Vital Drive Tight 28""",lululemon,men,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,反光功能
","Spandex,all/any Spandex
Spandex,Spandex >= 21%
Spandex,Spandex <= 10%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",138,2020-03-15,https://shop.lululemon.com/p/men-tights/Vital-Drive-Tight-28/_/prod9750645?color=0001
"Wunder Under Crop (High-Rise) *Luxtreme 21""",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Spandex,all/any Spandex
Spandex,Spandex >= 21%
Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",88,2020-03-15,https://shop.lululemon.com/p/women-crops/Wunder-Under-Crop-Hi-Rise-Luxtreme/_/prod650005?color=1966
"Align Crop 23""",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",88,2020-03-15,https://shop.lululemon.com/p/women-crops/Align-Crop-23/_/prod9610029?color=34268
"Align Super High-Rise Crop 21"" *Online Only",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
",88,2020-03-15,https://shop.lululemon.com/p/women-crops/Align-Crop-Super-HR-21/_/prod9610030?color=0001
"Wunder Under Crop High-Rise *Roll Down Scallop Full-On Luxtreme 23""",lululemon,women,"結構設計,舒適伸展,四面彈
微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Spandex,all/any Spandex
Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",88,2020-03-15,https://shop.lululemon.com/p/women-crops/Wunder-Under-CropII-Roll-Scallop-Fullux/_/prod9090069?color=37664
"Align Pant 31"" *Online Only",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",98,2020-03-15,https://shop.lululemon.com/p/womens-leggings/Align-Pant-Tall/_/prod9410067?color=26950
"Wunder Train High-Rise Crop 21""",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",88,2020-03-15,https://shop.lululemon.com/p/women-crops/Wunder-Train-HR-Crop-21/_/prod9750624?color=42628
"Wunder Under High-Rise Tight 28"" *Full-On Luxtreme",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Spandex,all/any Spandex
Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",98,2020-03-15,https://shop.lululemon.com/p/women-pants/Wunder-Under-HR-Tight-Full-Lux/_/prod8330011?color=26950
"Wunder Train High-Rise Tight 25""",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",98,2020-03-15,https://shop.lululemon.com/p/womens-leggings/Wunder-Train-HR-Tight-25/_/prod9750562?color=43767
"Align Pant 28""",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",98,2020-03-15,https://shop.lululemon.com/p/women-pants/Align-Pant-Full-Length-28/_/prod8780551?color=30210
"Align Pant II 25""",lululemon,women,"結構設計,舒適伸展
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Spandex,all/any Spandex
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex 11~20%
",98,2020-03-15,https://shop.lululemon.com/p/women-pants/Align-Pant-2/_/prod2020012?color=26950
"Time To Sweat Crop 23""",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
機能添加,反光功能
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Spandex,all/any Spandex
Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
",98,2020-03-15,https://shop.lululemon.com/p/women-crops/Time-To-Sweat-Crop/_/prod8900655?color=42628
Reebok Running Essentials Speedwick Tights - Black ,Reebok,men,"微氣候的舒適調節,涼爽透氣,結構性透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
機能添加,反光功能
環保訴求
","Chemical fiber,Polyester,Polyester Blended
Chemical fiber,Polyester,Recycled Polyester & Blended
Spandex,all/any Spandex
Eco-friendly Fiber,Recycled Polyester / PET
Spandex,Spandex <= 10%
",45,2020-03-15,https://www.reebok.com/us/running-essentials-speedwick-tights/FK6487.html
Own The Run Primeblue Tights,adidas,women,"機能添加,反光功能
環保訴求
","Spandex,Spandex 11~20%
Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
",45,2020-03-22,https://www.adidas.com/us/own-the-run-primeblue-tights/FJ7023.html
How We Do Santa Monica 7/8 Tights,adidas,women,"機能添加,反光功能
環保訴求
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex >= 21%
Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
",80,2020-03-22,https://www.adidas.com/us/how-we-do-santa-monica-7-8-tights/FM5791.html
Believe This 2.0 Jacquard Mesh 7/8 Tights,adidas,women,"環保訴求
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex >= 21%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
",65,2020-03-22,https://www.adidas.com/us/believe-this-2.0-jacquard-mesh-7-8-tights/FJ7238.html
Alphaskin Volleyball 4-Inch Short Tights,adidas,women,"環保訴求
結構設計,提升運動效能設計
","Spandex,Spandex 11~20%
Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
",30,2020-03-22,https://www.adidas.com/us/alphaskin-volleyball-4-inch-short-tights/FK0994.html
Believe This 2.0 3-Stripes 3/4 Tights,adidas,women,"微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",55,2020-03-22,https://www.adidas.com/us/believe-this-2.0-3-stripes-3-4-tights/FJ7186.html
Own the Run Tights,adidas,women,"微氣候的舒適調節,涼爽透氣
機能添加,反光功能
微氣候的舒適調節,涼爽透氣,蒸發性涼感
環保訴求
結構設計,提升運動效能設計
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex 11~20%
Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
",36,2020-03-22,https://www.adidas.com/us/own-the-run-tights/FL7831.html
Alphaskin TKY Camo 3/4 Tights,adidas,men,"環保訴求
結構設計,提升運動效能設計
","Spandex,Spandex 11~20%
Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
",45,2020-03-22,https://www.adidas.com/us/alphaskin-tky-camo-3-4-tights/FM4677.html
"Uncovered Strength High-Rise Crop 23""",lululemon,women,"流行趨勢,超輕量
結構設計,輕量
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",128,2020-03-22,https://shop.lululemon.com/p/women-crops/Uncovered-Strength-HR-Crop-23-Inch/_/prod9750623?color=30210
"Invigorate High-Rise Crop 23""",lululemon,women,"微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,涼爽透氣
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",118,2020-03-22,https://shop.lululemon.com/p/women-crops/Invigorate-HR-Crop-23in-/_/prod9750619?color=30671
"Fast and Free High-Rise Crop II 23"" *Non-Reflective Online Only",lululemon,women,"流行趨勢,超輕量
結構設計,輕量
機能添加,反光功能
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",118,2020-03-22,https://shop.lululemon.com/p/women-crops/Fast-And-Free-Crop-23-NR/_/prod9590022?color=26083
"Train Free Super High-Rise Tight 32""",lululemon,women,"結構設計,輕量
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
流行趨勢,超輕量
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",118,2020-03-22,https://shop.lululemon.com/p/womens-leggings/Train-Free-SHR-Tight-32-Inch/_/prod9750561?color=30210
"Wunder Under Crop (High-Rise) *Luxtreme 21""",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,舒適伸展,四面彈
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",88,2020-03-22,https://shop.lululemon.com/p/women-crops/Wunder-Under-Crop-Hi-Rise-Luxtreme/_/prod650005?color=45102
"Align Jogger Crop *23""",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",88,2020-03-22,https://shop.lululemon.com/p/women-crops/Align-Jogger-Crop/_/prod9200026?color=35551
"Align Super High-Rise Crop *21"" *Diamond Dye",lululemon,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
結構設計,舒適伸展,四面彈
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",0,2020-03-22,https://shop.lululemon.com/p/women-crops/Align-Crop-Super-HR-21-Diamond-Dye/_/prod9830121?color=38292
"Fast and Free Crop II 19"" *Non-Reflective",lululemon,women,"流行趨勢,超輕量
結構設計,輕量
機能添加,反光功能
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",118,2020-03-22,https://shop.lululemon.com/p/women-crops/Fast-And-Free-Crop-II-NR/_/prod9590021?color=26083
"Sheer Will High-Rise Tight 28"" *Camo",lululemon,women,"流行趨勢,超輕量
結構設計,輕量
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
",148,2020-03-22,https://shop.lululemon.com/p/womens-leggings/Sheer-Will-HR-Tight-Camo/_/prod9750558?color=0001
Men's 3/4 Tights Nike Yoga,NIKE,men,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,蒸發性涼感
結構設計,舒適伸展,舒適平滑縫合
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",65,2020-03-22,https://www.nike.com/t/yoga-mens-3-4-tights-rZZ3hK/CT1830-455
Women's Crop Tights Nike Pro,NIKE,women,"微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",55,2020-03-22,https://www.nike.com/t/pro-womens-crop-tights-jdZxCC/CJ4187-010
Women's 7/8 Running Tights Nike Air,NIKE,women,"微氣候的舒適調節,涼爽透氣
機能添加,反光功能
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
環保訴求
微氣候的舒適調節,涼爽透氣,結構性透氣
","Spandex,Spandex 11~20%
Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Spandex,all/any Spandex
Chemical fiber,Polyester,Polyester Blended
Eco-friendly Fiber,Recycled Polyester / PET
Chemical fiber,Polyester,Recycled Polyester & Blended
",70,2020-03-22,https://www.nike.com/t/air-womens-7-8-running-tights-Hnv5XR/CJ1872-011
Men's Running Tights Nike Power,NIKE,men,"機能添加,反光功能
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex 11~20%
Spandex,all/any Spandex
",80,2020-03-22,https://www.nike.com/t/power-mens-running-tights-TJcrrh/CJ5371-451
Men's 3/4 Tights Nike Pro,NIKE,men,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,結構性透氣
結構設計,舒適伸展
","Chemical fiber,Polyester,Polyester Blended
Spandex,Spandex <= 10%
Spandex,all/any Spandex
",32,2020-03-22,https://www.nike.com/t/pro-mens-3-4-tights-FBGJ5q/BV5643-325
Women's 7/8 Training Tights Nike,NIKE,women,"微氣候的舒適調節,涼爽透氣
微氣候的舒適調節,溫溼調節,溼度管理,單向導溼快乾
微氣候的舒適調節,涼爽透氣,結構性透氣
","Chemical fiber,Polyamide(Nylon),Polyamide(Nylon) Blended
Chemical fiber,Polyester,100% Polyester
Spandex,Spandex >= 21%
Spandex,all/any Spandex
",155,2020-03-22,https://www.nike.com/t/womens-7-8-training-tights-jDRPpn/CJ4916-010
